0.045237	0.029081	0.072779	0.093065	0.111842	0.096594	0.156218	0.205021	0.143118	0.199851	0.173516	0.216818	0.276511	0.260656	0.273950	0.319974	0.386141	0.402934	0.412651	0.435283	0.474793	0.614486	0.603298	0.672322	0.682509	0.054463	0.017962	0.049037	0.047186	0.098544	0.096241	0.191262	0.203500	0.175956	0.160520	0.123976	0.273720	0.279730	0.242078	0.247500	0.350374	0.377998	0.435514	0.355352	0.514674	0.550916	0.609705	0.498810	0.601814	0.727425
0.021398	-0.014936	-0.011113	0.045849	-0.004275	0.012793	-0.001033	-0.013635	-0.000318	-0.016166	0.000933	0.006950	-0.030091	0.017715	0.099461	0.066562	0.034904	0.111520	0.123835	0.085653	0.191423	0.159424	0.168529	0.267020	0.310111	0.016327	0.046073	0.059203	0.099464	-0.051949	0.021891	0.014105	-0.069844	-0.120175	0.001563	0.073576	-0.083541	-0.015033	-0.013393	-0.044794	-0.041371	-0.063076	-0.048167	-0.147314	-0.026752	-0.178219	-0.146265	-0.207691	-0.315622	-0.206454
-0.634949	-0.445024	-0.200834	0.201592	-0.152569	0.032297	-0.618054	0.095103	-0.483685	-0.012648	-0.002546	-0.085587	0.510213	-0.558226	-0.697403	0.075439	-0.219016	-0.531726	-0.056073	0.685637	-0.208269	0.181383	-0.381415	0.549549	-0.021521	-0.543482	0.281091	-0.079276	-0.283029	-0.572684	0.245523	0.291361	-0.342618	0.193645	0.196987	-0.312845	-0.064062	-0.324341	-0.597081	0.255338	-0.190848	0.673163	-0.261256	-0.009536	-0.501762	-0.412410	0.171626	-0.727342	0.209155	0.005742
-0.106922	0.240769	0.076520	-0.384270	0.227401	0.105760	-0.027109	-0.267731	-0.317403	-0.272082	-0.019041	-0.613395	0.053215	-0.139340	-0.293481	-0.071452	0.027332	0.163640	0.055299	0.279196	0.196587	0.367032	0.141073	-0.226595	-0.087981	-0.119525	0.195445	-0.128275	-0.229810	-0.386688	0.024015	0.164250	-0.513909	0.285855	-0.209487	0.135081	0.052087	-0.241727	0.069882	0.202097	0.011896	0.377414	0.063021	0.488423	0.093609	0.371397	0.082262	-0.099005	-0.247293	0.093537
0.204746	-0.326641	-0.471350	-0.433523	0.386950	0.077107	0.080519	-0.044757	0.141212	0.295519	-0.177157	0.087982	0.065915	0.408253	0.160868	-0.317534	-0.201307	-0.062781	-0.471686	0.045744	-0.467698	-0.002166	0.473855	0.144371	-0.050062	-0.035532	-0.084046	-0.459338	-0.279382	-0.041409	0.196065	-0.309405	-0.042285	0.267812	-0.442069	0.586132	0.378108	0.197240	-0.175681	-0.116508	0.421729	0.240755	-0.091546	0.179899	-0.204114	0.204535	0.225956	-0.921226	0.057693	-0.312826
0.200210	-0.082851	0.415422	-0.161244	0.019959	-0.584200	0.258341	0.205127	-0.131142	0.233790	0.310660	-0.286493	0.031103	-0.140316	0.074449	-0.056681	-0.074326	0.154502	0.387795	0.831861	-0.050598	-0.027059	0.252035	0.125531	0.232291	0.110024	0.023503	0.366025	0.016506	0.180446	-0.235335	-0.002786	-0.016668	-0.163936	0.076584	-0.414692	0.320151	-0.154545	0.009906	-0.008282	0.411472	-0.233653	0.142910	-0.422069	-0.144222	0.082913	-0.176336	0.068359	-0.146003	0.155334
0.255298	0.042341	-0.136707	-0.157687	0.200181	0.370637	0.294341	-0.115905	-0.014736	0.059161	-0.227098	-0.101005	-0.657088	0.410293	-0.085125	0.438119	0.115973	-0.668164	0.087526	-0.087796	0.021398	-0.317145	0.214932	0.029136	-0.609655	-0.018277	0.314944	-0.321994	-0.599720	0.182302	-0.702816	-0.149108	-0.120391	0.236503	0.138376	-0.134361	-0.302665	0.202150	-0.025771	0.025007	0.303826	0.171367	0.125171	-0.181351	-0.195907	-0.277185	0.036527	-0.331870	-0.437501	-0.373947
-0.298099	-0.327114	0.623003	-0.131032	-0.425543	0.186349	0.029544	-0.326000	-0.426771	0.087118	0.532431	-0.270016	0.609324	0.247785	0.350532	0.099051	-0.109029	0.479475	-0.332247	-0.453672	-0.074755	-0.110056	-0.320085	-0.237176	-0.115950	-0.072521	0.197252	-0.368918	-0.198393	0.356023	0.109644	0.053170	-0.376655	-0.153820	-0.069492	-0.088521	-0.160012	-0.420876	-0.385542	0.195317	0.034591	-0.171713	0.273201	0.520927	-0.078818	0.228126	0.619110	0.114960	0.507008	0.112778
-0.038767	-0.151623	0.201539	0.314611	-0.030455	-0.116967	-0.121157	-0.294702	0.086840	0.122302	-0.089520	-0.112122	0.571016	-0.567818	-0.187189	0.493170	0.308651	-0.183792	0.165992	-0.050151	-0.013661	-0.198453	0.078584	-0.343853	-0.190164	-0.149143	0.072896	0.092536	-0.338891	0.158089	-0.317375	-0.249694	0.083498	0.229739	-0.107583	0.150806	0.869897	0.730942	-0.633884	0.150043	-0.560286	0.387933	-0.275800	-0.029667	0.078850	-0.229131	0.123172	-0.225749	-0.099536	0.428931
-0.138769	-0.202153	-0.027893	-0.189364	0.134077	-0.085245	0.642070	0.424020	-0.088463	-0.104966	-0.250346	-0.144786	0.449565	-0.260685	-0.356284	0.306523	-0.237022	-0.175386	-0.251185	0.020246	0.254824	0.299951	0.153315	-0.345654	0.241106	0.024409	0.113537	0.313014	-0.119250	-0.285162	-0.475238	-0.141240	-0.172950	0.589523	-0.161693	0.087151	0.016703	-0.275266	-0.037932	-0.059347	0.093973	-0.139397	0.066334	-0.400316	-0.284239	0.162424	-0.096032	0.565492	-0.203298	-0.042413
