0	1	3.34399209e-02
1	2	1.52960404e-02
2	3	2.52918535e-01
3	4	7.19243812e-01
3	5	6.74693084e-01
2	6	7.73633170e-02
6	7	2.70579671e-01
7	8	6.47282892e-01
7	9	1.54979205e-01
9	10	6.15565133e-01
9	11	4.70533052e-01
6	12	9.56925480e-02
12	13	1.07298628e+00
12	14	3.67284103e-01
14	15	9.10848318e-01
14	16	5.86664519e-01
1	17	4.49641683e-02
17	18	7.86682679e-02
18	19	1.93553578e-01
19	20	8.68966372e-01
19	21	4.18063105e-01
18	22	4.55339919e-02
22	23	3.42602608e-01
23	24	7.42231901e-01
23	25	4.69194888e-01
22	26	2.27861485e-02
26	27	7.26539035e-01
26	28	3.46442373e-01
28	29	5.84123565e-01
28	30	2.98750490e-01
17	31	6.83782759e-02
31	32	6.72195675e-01
31	33	6.37255907e-02
33	34	1.22415601e-01
34	35	6.28861951e-01
34	36	1.15811297e-01
36	37	6.50671705e-01
36	38	2.85125750e-02
33	39	1.15686153e-01
39	40	8.44214531e-01
39	41	1.81149519e-01
41	42	7.55090652e-01
41	43	7.43992570e-01
0	44	3.34399209e-02
44	45	9.88480054e-02
45	46	6.61234915e-01
45	47	4.96610882e-03
47	48	8.26614887e-01
47	49	2.77699266e-02
49	50	5.72510536e-01
49	51	6.61553741e-02
51	52	6.40532463e-01
51	53	2.90272246e-01
53	54	9.85982623e-01
53	55	1.52464147e-01
44	56	1.94110226e-02
56	57	5.20136041e-02
57	58	8.92605977e-01
57	59	3.60828025e-02
59	60	5.60417266e-01
59	61	1.94114278e-01
61	62	8.09934035e-02
62	63	7.37461740e-01
62	64	3.32881238e-01
64	65	1.05743272e+00
64	66	3.98139886e-01
61	67	4.50763626e-02
67	68	1.14115363e+00
67	69	4.40242648e-02
69	70	5.08314293e-01
69	71	1.15188612e-01
71	72	6.70459501e-01
71	73	3.98736382e-01
56	74	6.18385081e-02
74	75	1.29319789e-01
75	76	4.83309803e-01
75	77	2.22248147e-01
77	78	6.55840189e-01
77	79	4.04353414e-01
74	80	5.68530085e-02
80	81	8.08661133e-01
80	82	2.73297087e-02
82	83	2.05517927e-01
83	84	7.07943276e-01
83	85	1.48383827e-01
85	86	7.41789463e-01
85	87	1.13108697e-01
87	88	8.13841010e-01
87	89	1.03233356e+00
82	90	3.22916941e-02
90	91	3.03137142e-01
91	92	7.39630494e-01
91	93	6.47572989e-01
90	94	5.73146704e-02
94	95	3.54106790e-01
94	96	1.30337134e-01
96	97	8.45648530e-01
96	98	3.93714544e-01
