0	1	1.05343779e+00
0	2	6.82761524e-01
0	3	7.83585741e-01
0	4	7.85994105e-01
0	5	9.50175425e-01
0	6	1.15198428e+00
0	7	1.16113765e+00
0	8	5.69058046e-01
0	9	9.30859848e-01
0	10	1.23564511e+00
0	11	9.77082534e-01
0	12	1.48059006e+00
0	13	1.18392372e+00
0	14	1.21067329e+00
0	15	1.40699778e+00
0	16	9.33185827e-01
0	17	4.87729698e-01
0	18	1.13377332e+00
0	19	9.51317602e-01
0	20	1.14982543e+00
0	21	7.11962221e-01
0	22	7.04026344e-01
0	23	1.07056835e+00
0	24	1.46892516e+00
0	25	1.04141004e+00
0	26	7.93140287e-01
0	27	6.92791097e-01
0	28	1.26333345e+00
0	29	1.13657086e+00
0	30	9.19430886e-01
0	31	9.85271535e-01
0	32	1.02406779e+00
0	33	7.24485188e-01
0	34	1.21247035e+00
0	35	9.21503094e-01
0	36	8.02154564e-01
0	37	1.49186366e+00
0	38	1.29939687e+00
0	39	8.59385200e-01
0	40	7.39697978e-01
0	41	7.84555818e-01
0	42	1.04398386e+00
0	43	8.58838811e-01
0	44	1.39266187e+00
0	45	9.62878825e-01
0	46	1.00748457e+00
0	47	1.10308324e+00
0	48	1.17228438e+00
0	49	1.25908303e+00
0	50	1.48721300e+00
