0	1	6.75226081e-02
1	2	4.93241043e-02
2	3	6.81387750e-02
3	4	1.99416731e-01
4	5	8.65559390e-01
4	6	4.19760582e-01
3	7	4.82641229e-02
7	8	3.41251845e-01
8	9	7.40167779e-01
8	10	4.71509438e-01
7	11	2.32180539e-02
11	12	7.28260513e-01
11	13	3.46321331e-01
13	14	5.87263381e-01
13	15	2.95097551e-01
2	16	6.64780067e-02
16	17	6.75522662e-01
16	18	6.74043652e-02
18	19	1.23205511e-01
19	20	6.28734858e-01
19	21	1.18083392e-01
21	22	6.53177836e-01
21	23	2.73215422e-02
18	24	1.10269906e-01
24	25	8.50355179e-01
24	26	1.75779988e-01
26	27	7.58479432e-01
26	28	7.49114163e-01
1	29	1.51768956e-02
29	30	2.57127660e-01
30	31	7.19476867e-01
30	32	6.73960825e-01
29	33	7.33509903e-02
33	34	2.67510396e-01
34	35	6.39887051e-01
34	36	1.69289524e-01
36	37	6.13165245e-01
36	38	4.68321644e-01
33	39	9.50139744e-02
39	40	1.07425583e+00
39	41	3.69466131e-01
41	42	9.12391533e-01
41	43	5.85464597e-01
0	44	5.99821271e-02
44	45	8.76672169e-01
44	46	3.33870199e-02
46	47	5.62605574e-01
46	48	1.78651889e-01
48	49	3.64039177e-01
49	50	1.00706269e+00
49	51	4.46877467e-01
48	52	4.64791662e-02
52	53	7.92591909e-01
52	54	3.12022535e-02
54	55	1.14067778e+00
54	56	4.63617957e-02
56	57	5.14041672e-01
56	58	1.08697166e-01
58	59	6.71677017e-01
58	60	3.97716381e-01
0	61	1.02569728e-02
61	62	1.01323424e-01
62	63	4.95622421e-03
63	64	8.24152614e-01
63	65	2.73803144e-02
65	66	5.70368681e-01
65	67	6.52745911e-02
67	68	6.42117063e-01
67	69	2.87279798e-01
69	70	9.81558409e-01
69	71	1.59078340e-01
62	72	6.65077210e-01
61	73	6.43436327e-02
73	74	1.25036494e-01
74	75	4.80315370e-01
74	76	2.25068180e-01
76	77	6.48947003e-01
76	78	4.11221583e-01
73	79	6.45846912e-02
79	80	8.06181331e-01
79	81	2.61555556e-02
81	82	1.96489745e-01
82	83	7.08173404e-01
82	84	1.41104280e-01
84	85	1.09510907e+00
84	86	8.83422388e-02
86	87	8.45931178e-01
86	88	7.03131637e-01
81	89	3.36962147e-02
89	90	3.02368579e-01
90	91	7.41625680e-01
90	92	6.46053505e-01
89	93	6.02921235e-02
93	94	3.50028931e-01
93	95	1.32201011e-01
95	96	8.49582749e-01
95	97	3.91740689e-01
